	iid	truth	pred	score	others	diff
2580	ac3f07ef-1168-430b-a4a6-ca324d6dbb61	MRPS21-Father	MRPS21-Father	7.857556299373972	10.079096630979997	22.041065910388276
2581	ac4367c7-5e57-4930-b5b2-1afa30ece843	TETRA-WT	FTL6-WT	13.1366904893342	14.097062615113002	6.812569057820729
2582	ac4526d2-4eb9-4920-a0f9-141096eec4a1	YKOK	YKOK	6.324148058656653	8.391519299716217	24.636435515669707
2583	ac5ce626-6897-4f88-a33c-28ab31f685b3	MRPS21-Father	SAM1	15.001001323908707	16.436176430596756	8.73180640733693
2584	ac62f47e-bd6c-4f11-b467-cf673d23287b	SAM1	SAM1	7.108958627199326	8.663180175710176	17.940542814387914
2585	ac721f59-5a44-4935-bb2e-2b01d4182940	YVRC	YVRC	8.431770954370938	10.032077510851995	15.951895853575271
2586	ac83b849-54c0-44d5-bf97-59887433d1f2	YKOK	YKOK	7.819415146886563	10.41399414623843	24.9143504683939
2587	ac850265-82ea-4b44-9609-678a10d15308	LYSC	LYSC	7.96195457818454	8.817702166897028	9.704881980762437
2588	ac8e3c59-aaa8-466c-990e-0a5f61f084c2	LYSC	SAM1	10.865532230874614	11.41678770342943	4.828463897854799
2589	acb22dd5-6c28-45f7-b3ed-9b249cd35546	FTL6-WT	FTL6-WT	9.292120764215714	11.136641773082271	16.56263213318796
2590	acc0be08-68bb-4e7f-9d89-43555180fb09	MRPS21-Father	MRPS21-Father	5.810096681400089	8.524427547681311	31.841796426782164
2591	acc97175-9fb2-49d6-b027-0e9b285447a5	YVRC	YVRC	6.657222574488802	9.486865176561357	29.826950730401308
2592	ad0adea4-b98f-4602-872f-f41ee7893f56	FTL6-WT	FTL6-WT	8.223550548645475	12.620933024158353	34.841976160523394
2593	ad1d8709-6337-420a-8113-5734acba6ce0	LYSC	LYSC	6.506192349078917	8.321822524867535	21.81769883175343
2594	ad20a53f-ac57-4348-a309-698ec56e8074	FTL6-WT	FTL6-WT	12.614654844365846	15.30576047405466	17.582305918419426
2595	ad8117c2-121f-4cf2-8769-1caea98a1d4a	DEN-WT	DEN-WT	8.111112745914134	9.090668266902425	10.775396178020104
2596	ad874895-bc4a-4d55-bfad-9fe5d751b7cf	MRPS21-Father	MRPS21-Father	7.811833701532067	9.766732388647169	20.015892821917312
2597	ad93564f-1e3d-4a39-91a4-c71ccd827bb8	FTL6-WT	FTL6-WT	7.728299252131396	10.28476485027303	24.856821087880952
2598	ad9b6bbf-eddd-4ce0-ae0f-e24b8eaed7cf	YKOK	YKOK	7.035534424619268	8.16571430468291	13.84055133321896
2599	ada837f9-a53e-4779-aab3-695992de5f35	SAM1	SAM1	9.674130805373691	10.780669514108194	10.264100084752839
2600	adab8c9c-8ede-4188-8fb7-93e054ed13a8	TPP1-ThiM	TPP1-ThiM	9.731581293349382	11.464356870819108	15.11445951128981
2601	adb363e6-3bab-43e9-89c8-c8d41f01fde8	TETRA-WT	TETRA-WT	7.3193910816842624	10.308158200028261	28.99419140012621
2602	adb37804-fb92-40be-9b70-702e30c9091b	LYSC	LYSC	7.500711142370892	8.607508355555881	12.858508728261478
2603	adbaa991-ff3f-4ebb-ad04-17c341d77b9c	RIBD	RIBD	8.833472493336608	9.871654520520142	10.516798628086836
2604	adbd7664-416d-4e96-92a1-3029f2552cd6	RIBD	RIBD	7.314225572629938	8.928331976669435	18.078476564909415
2605	add4e213-5d65-4359-89be-c307546dfeb1	MRPS21-Father	MRPS21-Father	10.978275915017957	11.674457279138789	5.9632867505099885
2606	ade351b6-b47e-411b-afde-c2f4d67c6b81	YVRC	YVRC	6.887170340951007	8.744136065395969	21.236697491404723
2607	ade89488-0b19-4122-9431-7ab95bb66ff8	YVRC	YVRC	8.280625809217266	10.159960640743932	18.497461732184995
2608	ae502f18-4409-48b2-91fb-2f26d14cb6a1	DEN-WT	DEN-WT	8.26194970649971	11.63306943193894	28.978763903735675
2609	ae550341-a569-44c4-a6ea-4be90aa7d43c	LYSC	LYSC	6.673633571084748	8.006878140470961	16.65124092056923
2610	ae5f96fa-5429-498f-abf9-c97be03fd24d	LYSC	LYSC	7.794640598941638	8.628168382419775	9.660541456011472
2611	ae605e1c-1a25-4314-b298-90d962d361cd	YDAO	YDAO	6.417681408782197	7.915522100959283	18.922828754347893
2612	ae6cbd55-8152-4869-94f4-ca210b3a2c39	SAM1	SAM1	11.859657626327373	14.682044770974095	19.22339284938353
2613	ae6ee036-ae36-4757-b1f0-1858747f34ba	SAM1	SAM1	5.534508601031824	6.147160646977005	9.96642321762756
